subject,k,train,val,test
10,2,0.6410256410256411,0.45454545454545453,0.5217391304347826
10,3,0.6410256410256411,0.45454545454545453,0.4782608695652174
10,4,0.6666666666666666,0.5454545454545454,0.4782608695652174
10,5,0.6538461538461539,0.5454545454545454,0.4782608695652174
10,6,0.6666666666666666,0.5454545454545454,0.4782608695652174
10,7,0.6794871794871795,0.5454545454545454,0.4782608695652174
10,8,0.6794871794871795,0.5454545454545454,0.4782608695652174
10,9,0.6923076923076923,0.5454545454545454,0.4782608695652174
41,2,0.6153846153846154,0.36363636363636365,0.7391304347826086
41,3,0.6153846153846154,0.7272727272727273,0.8695652173913043
41,4,0.6153846153846154,0.2727272727272727,0.21739130434782608
41,5,0.6153846153846154,0.7272727272727273,0.8260869565217391
41,6,0.6153846153846154,0.2727272727272727,0.17391304347826086
41,7,0.6153846153846154,0.7272727272727273,0.8260869565217391
41,8,0.6153846153846154,0.7272727272727273,0.8260869565217391
41,9,0.6153846153846154,0.6363636363636364,0.8260869565217391
43,2,0.6153846153846154,0.18181818181818182,0.391304347826087
43,3,0.5512820512820513,0.18181818181818182,0.391304347826087
43,4,0.6282051282051282,0.18181818181818182,0.4782608695652174
43,5,0.5641025641025641,0.45454545454545453,0.43478260869565216
43,6,0.5384615384615384,0.8181818181818182,0.6086956521739131
43,7,0.6923076923076923,0.8181818181818182,0.6086956521739131
43,8,0.6923076923076923,0.8181818181818182,0.6086956521739131
43,9,0.6025641025641025,0.8181818181818182,0.6086956521739131
44,2,0.6538461538461539,0.5454545454545454,0.5217391304347826
44,3,0.6794871794871795,0.5454545454545454,0.6956521739130435
44,4,0.6410256410256411,0.36363636363636365,0.6521739130434783
44,5,0.6666666666666666,0.36363636363636365,0.6521739130434783
44,6,0.6794871794871795,0.36363636363636365,0.6521739130434783
44,7,0.6794871794871795,0.36363636363636365,0.6521739130434783
44,8,0.7051282051282052,0.36363636363636365,0.6521739130434783
44,9,0.7051282051282052,0.5454545454545454,0.6086956521739131
45,2,0.6410256410256411,0.8181818181818182,0.6521739130434783
45,3,0.6410256410256411,0.5454545454545454,0.6521739130434783
45,4,0.6282051282051282,0.18181818181818182,0.391304347826087
45,5,0.6410256410256411,0.2727272727272727,0.4782608695652174
45,6,0.6666666666666666,0.2727272727272727,0.391304347826087
45,7,0.6794871794871795,0.9090909090909091,0.6521739130434783
45,8,0.6794871794871795,0.7272727272727273,0.5217391304347826
45,9,0.7051282051282052,0.7272727272727273,0.5652173913043478
46,2,0.6153846153846154,0.45454545454545453,0.6521739130434783
46,3,0.6153846153846154,0.45454545454545453,0.6086956521739131
46,4,0.6282051282051282,0.45454545454545453,0.6086956521739131
46,5,0.6153846153846154,0.36363636363636365,0.6086956521739131
46,6,0.6025641025641025,0.6363636363636364,0.6086956521739131
46,7,0.6666666666666666,0.7272727272727273,0.391304347826087
46,8,0.6410256410256411,0.36363636363636365,0.5217391304347826
46,9,0.6538461538461539,0.6363636363636364,0.391304347826087
47,2,0.5769230769230769,0.18181818181818182,0.391304347826087
47,3,0.5512820512820513,0.2727272727272727,0.4782608695652174
47,4,0.5897435897435898,0.8181818181818182,0.6086956521739131
47,5,0.5897435897435898,0.8181818181818182,0.6086956521739131
47,6,0.5641025641025641,0.8181818181818182,0.6086956521739131
47,7,0.5769230769230769,0.8181818181818182,0.6086956521739131
47,8,0.6794871794871795,0.8181818181818182,0.6086956521739131
47,9,0.6666666666666666,0.8181818181818182,0.6086956521739131
48,2,0.5769230769230769,0.5454545454545454,0.5217391304347826
48,3,0.5897435897435898,0.5454545454545454,0.4782608695652174
48,4,0.6794871794871795,0.5454545454545454,0.5652173913043478
48,5,0.6282051282051282,0.5454545454545454,0.5217391304347826
48,6,0.6153846153846154,0.5454545454545454,0.5217391304347826
48,7,0.6666666666666666,0.5454545454545454,0.5217391304347826
48,8,0.6923076923076923,0.5454545454545454,0.5217391304347826
48,9,0.6794871794871795,0.5454545454545454,0.5217391304347826
50,2,0.5384615384615384,0.5454545454545454,0.30434782608695654
50,3,0.5384615384615384,0.45454545454545453,0.5652173913043478
50,4,0.5512820512820513,0.45454545454545453,0.6956521739130435
50,5,0.5641025641025641,0.45454545454545453,0.6956521739130435
50,6,0.5641025641025641,0.5454545454545454,0.30434782608695654
50,7,0.5256410256410257,0.36363636363636365,0.6521739130434783
50,8,0.5769230769230769,0.5454545454545454,0.30434782608695654
50,9,0.5384615384615384,0.45454545454545453,0.6956521739130435
51,2,0.6282051282051282,0.36363636363636365,0.43478260869565216
51,3,0.6282051282051282,0.36363636363636365,0.43478260869565216
51,4,0.6282051282051282,0.6363636363636364,0.43478260869565216
51,5,0.6282051282051282,0.36363636363636365,0.43478260869565216
51,6,0.6153846153846154,0.36363636363636365,0.43478260869565216
51,7,0.6153846153846154,0.36363636363636365,0.43478260869565216
51,8,0.6282051282051282,0.45454545454545453,0.43478260869565216
51,9,0.6282051282051282,0.5454545454545454,0.5217391304347826
52,2,0.5512820512820513,0.18181818181818182,0.2608695652173913
52,3,0.5512820512820513,0.8181818181818182,0.7391304347826086
52,4,0.5769230769230769,0.5454545454545454,0.5217391304347826
52,5,0.5769230769230769,0.18181818181818182,0.391304347826087
52,6,0.5512820512820513,0.09090909090909091,0.2608695652173913
52,7,0.5256410256410257,0.9090909090909091,0.782608695652174
52,8,0.5897435897435898,0.9090909090909091,0.7391304347826086
52,9,0.5384615384615384,0.9090909090909091,0.7391304347826086
53,2,0.5384615384615384,0.7272727272727273,0.5652173913043478
53,3,0.5641025641025641,0.36363636363636365,0.5652173913043478
53,4,0.5769230769230769,0.2727272727272727,0.43478260869565216
53,5,0.6153846153846154,0.2727272727272727,0.43478260869565216
53,6,0.5897435897435898,0.2727272727272727,0.43478260869565216
53,7,0.6282051282051282,0.2727272727272727,0.43478260869565216
53,8,0.6282051282051282,0.2727272727272727,0.5217391304347826
53,9,0.6025641025641025,0.7272727272727273,0.5652173913043478
54,2,0.6282051282051282,0.5454545454545454,0.4782608695652174
54,3,0.7435897435897436,0.5454545454545454,0.5217391304347826
54,4,0.782051282051282,0.36363636363636365,0.391304347826087
54,5,0.7564102564102564,0.36363636363636365,0.391304347826087
54,6,0.7435897435897436,0.45454545454545453,0.43478260869565216
54,7,0.7564102564102564,0.2727272727272727,0.43478260869565216
54,8,0.7435897435897436,0.6363636363636364,0.4782608695652174
54,9,0.7435897435897436,0.6363636363636364,0.391304347826087
55,2,0.5897435897435898,0.7272727272727273,0.4782608695652174
55,3,0.5897435897435898,0.2727272727272727,0.5217391304347826
55,4,0.5897435897435898,0.2727272727272727,0.5217391304347826
55,5,0.5897435897435898,0.2727272727272727,0.5217391304347826
55,6,0.6666666666666666,0.6363636363636364,0.5217391304347826
55,7,0.6410256410256411,0.7272727272727273,0.4782608695652174
55,8,0.6153846153846154,0.7272727272727273,0.4782608695652174
55,9,0.6410256410256411,0.6363636363636364,0.5217391304347826
