subject,k,fold,feature,train,test
2,2,0,hr,0.5730337078651685,0.6521739130434783
2,2,1,hr,0.5842696629213483,0.6521739130434783
2,2,2,hr,0.6067415730337079,0.4782608695652174
2,2,0,eda,0.6853932584269663,0.5217391304347826
2,2,1,eda,0.6179775280898876,0.7391304347826086
2,2,2,eda,0.6292134831460674,0.6956521739130435
2,2,0,pupil,0.5056179775280899,0.5217391304347826
2,2,1,pupil,0.42696629213483145,0.4782608695652174
2,2,2,pupil,0.5168539325842697,0.391304347826087
2,6,0,hr,0.550561797752809,0.6956521739130435
2,6,1,hr,0.6067415730337079,0.5217391304347826
2,6,2,hr,0.6067415730337079,0.4782608695652174
2,6,0,eda,0.7078651685393258,0.5217391304347826
2,6,1,eda,0.651685393258427,0.6086956521739131
2,6,2,eda,0.6404494382022472,0.7391304347826086
2,6,0,pupil,0.7078651685393258,0.5217391304347826
2,6,1,pupil,0.7078651685393258,0.34782608695652173
2,6,2,pupil,0.5730337078651685,0.391304347826087
2,10,0,hr,0.7415730337078652,0.6086956521739131
2,10,1,hr,0.6292134831460674,0.6086956521739131
2,10,2,hr,0.8314606741573034,0.5217391304347826
2,10,0,eda,0.9213483146067416,0.391304347826087
2,10,1,eda,0.9775280898876404,0.7391304347826086
2,10,2,eda,0.8089887640449438,0.4782608695652174
2,10,0,pupil,0.8651685393258427,0.4782608695652174
2,10,1,pupil,0.8539325842696629,0.4782608695652174
2,10,2,pupil,0.9662921348314607,0.5217391304347826
2,12,0,hr,1.0,0.6956521739130435
2,12,1,hr,0.9775280898876404,0.6956521739130435
2,12,2,hr,1.0,0.5217391304347826
2,12,0,eda,0.9775280898876404,0.391304347826087
2,12,1,eda,0.9775280898876404,0.6956521739130435
2,12,2,eda,0.9325842696629213,0.782608695652174
2,12,0,pupil,0.9550561797752809,0.6086956521739131
2,12,1,pupil,0.8651685393258427,0.30434782608695654
2,12,2,pupil,0.9887640449438202,0.4782608695652174
2,15,0,hr,0.9213483146067416,0.6521739130434783
2,15,1,hr,0.9887640449438202,0.6086956521739131
2,15,2,hr,1.0,0.6086956521739131
2,15,0,eda,1.0,0.6521739130434783
2,15,1,eda,1.0,0.6956521739130435
2,15,2,eda,1.0,0.7391304347826086
2,15,0,pupil,0.9438202247191011,0.6086956521739131
2,15,1,pupil,0.9325842696629213,0.4782608695652174
2,15,2,pupil,0.9887640449438202,0.43478260869565216
2,20,0,hr,1.0,0.4782608695652174
2,20,1,hr,1.0,0.5217391304347826
2,20,2,hr,1.0,0.5652173913043478
2,20,0,eda,0.9550561797752809,0.6086956521739131
2,20,1,eda,0.8876404494382022,0.7391304347826086
2,20,2,eda,0.898876404494382,0.5217391304347826
2,20,0,pupil,0.9775280898876404,0.5217391304347826
2,20,1,pupil,1.0,0.2608695652173913
2,20,2,pupil,1.0,0.4782608695652174
4,2,0,hr,0.550561797752809,0.43478260869565216
4,2,1,hr,0.5842696629213483,0.5652173913043478
4,2,2,hr,0.5955056179775281,0.4782608695652174
4,2,0,eda,0.4943820224719101,0.6086956521739131
4,2,1,eda,0.5730337078651685,0.5217391304347826
4,2,2,eda,0.5168539325842697,0.6956521739130435
4,2,0,pupil,0.43820224719101125,0.5217391304347826
4,2,1,pupil,0.5617977528089888,0.34782608695652173
4,2,2,pupil,0.5168539325842697,0.5217391304347826
4,6,0,hr,0.6179775280898876,0.5217391304347826
4,6,1,hr,0.550561797752809,0.5652173913043478
4,6,2,hr,0.5842696629213483,0.5217391304347826
4,6,0,eda,0.5842696629213483,0.6086956521739131
4,6,1,eda,0.5617977528089888,0.4782608695652174
4,6,2,eda,0.5955056179775281,0.5217391304347826
4,6,0,pupil,0.651685393258427,0.43478260869565216
4,6,1,pupil,0.5730337078651685,0.391304347826087
4,6,2,pupil,0.651685393258427,0.5217391304347826
4,10,0,hr,0.7752808988764045,0.6086956521739131
4,10,1,hr,0.7640449438202247,0.5217391304347826
4,10,2,hr,0.6067415730337079,0.5217391304347826
4,10,0,eda,0.9887640449438202,0.4782608695652174
4,10,1,eda,0.7752808988764045,0.43478260869565216
4,10,2,eda,0.9887640449438202,0.391304347826087
4,10,0,pupil,1.0,0.6086956521739131
4,10,1,pupil,0.9775280898876404,0.6521739130434783
4,10,2,pupil,1.0,0.4782608695652174
4,12,0,hr,1.0,0.6956521739130435
4,12,1,hr,1.0,0.4782608695652174
4,12,2,hr,1.0,0.34782608695652173
4,12,0,eda,1.0,0.6521739130434783
4,12,1,eda,1.0,0.391304347826087
4,12,2,eda,1.0,0.34782608695652173
4,12,0,pupil,1.0,0.391304347826087
4,12,1,pupil,1.0,0.5652173913043478
4,12,2,pupil,1.0,0.4782608695652174
4,15,0,hr,0.9775280898876404,0.30434782608695654
4,15,1,hr,1.0,0.6521739130434783
4,15,2,hr,0.9887640449438202,0.34782608695652173
4,15,0,eda,1.0,0.5217391304347826
4,15,1,eda,1.0,0.4782608695652174
4,15,2,eda,1.0,0.34782608695652173
4,15,0,pupil,1.0,0.5652173913043478
4,15,1,pupil,0.9887640449438202,0.30434782608695654
4,15,2,pupil,1.0,0.4782608695652174
4,20,0,hr,1.0,0.4782608695652174
4,20,1,hr,0.9775280898876404,0.391304347826087
4,20,2,hr,1.0,0.4782608695652174
4,20,0,eda,1.0,0.43478260869565216
4,20,1,eda,0.9887640449438202,0.34782608695652173
4,20,2,eda,1.0,0.5652173913043478
4,20,0,pupil,1.0,0.6086956521739131
4,20,1,pupil,0.9662921348314607,0.7391304347826086
4,20,2,pupil,1.0,0.5652173913043478
10,2,0,hr,0.5056179775280899,0.6086956521739131
10,2,1,hr,0.5842696629213483,0.6086956521739131
10,2,2,hr,0.5393258426966292,0.5217391304347826
10,2,0,eda,0.5955056179775281,0.4782608695652174
10,2,1,eda,0.4943820224719101,0.6521739130434783
10,2,2,eda,0.5730337078651685,0.391304347826087
10,2,0,pupil,0.5842696629213483,0.4782608695652174
10,2,1,pupil,0.5280898876404494,0.2608695652173913
10,2,2,pupil,0.5617977528089888,0.6521739130434783
10,6,0,hr,0.6067415730337079,0.4782608695652174
10,6,1,hr,0.6629213483146067,0.5217391304347826
10,6,2,hr,0.5730337078651685,0.5217391304347826
10,6,0,eda,0.5393258426966292,0.5217391304347826
10,6,1,eda,0.6067415730337079,0.34782608695652173
10,6,2,eda,0.6179775280898876,0.4782608695652174
10,6,0,pupil,0.7191011235955056,0.43478260869565216
10,6,1,pupil,0.6067415730337079,0.4782608695652174
10,6,2,pupil,0.6067415730337079,0.5217391304347826
10,10,0,hr,0.6966292134831461,0.6521739130434783
10,10,1,hr,0.7078651685393258,0.4782608695652174
10,10,2,hr,0.8426966292134831,0.6521739130434783
10,10,0,eda,1.0,0.43478260869565216
10,10,1,eda,1.0,0.5217391304347826
10,10,2,eda,0.9775280898876404,0.34782608695652173
10,10,0,pupil,0.7303370786516854,0.6956521739130435
10,10,1,pupil,0.8539325842696629,0.391304347826087
10,10,2,pupil,0.8426966292134831,0.43478260869565216
10,12,0,hr,1.0,0.43478260869565216
10,12,1,hr,0.9101123595505618,0.391304347826087
